KPI_ID,NOM_KPI,DOMAINE,DATE_AAAA_MM,VALEUR_TAUX,STATUT,BASELINE_TOP,BASELINE_BOTTOM
M3MAN001B,Taux de remontées des BP préparés dans M3 sans erreurs - Deret,LOGISTIQUE,2023-02,99.02%,VERT,95%,89%
M3MAN002,Taux de BP préparés remontant en facturation,SERVICE AUX CLIENTS,2022-01,99.30%,VERT,99%,94%
M3MAN002,Taux de BP préparés remontant en facturation,SERVICE AUX CLIENTS,2022-02,99.60%,VERT,99%,94%
M3MAN002,Taux de BP préparés remontant en facturation,SERVICE AUX CLIENTS,2022-03,99.80%,VERT,99%,94%
M3MAN002,Taux de BP préparés remontant en facturation,SERVICE AUX CLIENTS,2022-04,99.80%,VERT,99%,94%
M3MAN002,Taux de BP préparés remontant en facturation,SERVICE AUX CLIENTS,2022-05,100%,VERT,99%,94%
M3MAN002,Taux de BP préparés remontant en facturation,SERVICE AUX CLIENTS,2022-06,99.75%,VERT,99%,94%
M3MAN002,Taux de BP préparés remontant en facturation,SERVICE AUX CLIENTS,2022-07,99.65%,VERT,99%,94%
M3MAN002,Taux de BP préparés remontant en facturation,SERVICE AUX CLIENTS,2022-08,99.71%,VERT,99%,94%
M3MAN002,Taux de BP préparés remontant en facturation,SERVICE AUX CLIENTS,2022-09,99.77%,VERT,99%,94%
M3MAN002,Taux de BP préparés remontant en facturation,SERVICE AUX CLIENTS,2022-10,100%,VERT,99%,94%
M3MAN002,Taux de BP préparés remontant en facturation,SERVICE AUX CLIENTS,2022-11,99.79%,VERT,99%,94%
M3MAN002,Taux de BP préparés remontant en facturation,SERVICE AUX CLIENTS,2022-12,99.84%,VERT,99%,94%
M3MAN002,Taux de BP préparés remontant en facturation,SERVICE AUX CLIENTS,2023-01,99.77%,VERT,99%,94%
M3MAN002,Taux de BP préparés remontant en facturation,SERVICE AUX CLIENTS,2023-02,99.66%,VERT,99%,94%
M3MAN003A,Taux d'intégration des BP à préparer - Bobigny,LOGISTIQUE,2022-05,100%,VERT,95%,89%
M3MAN003A,Taux d'intégration des BP à préparer - Bobigny,LOGISTIQUE,2022-06,100%,VERT,95%,89%
M3MAN003A,Taux d'intégration des BP à préparer - Bobigny,LOGISTIQUE,2022-07,100%,VERT,95%,89%
M3MAN003A,Taux d'intégration des BP à préparer - Bobigny,LOGISTIQUE,2022-08,100%,VERT,95%,89%
M3MAN003A,Taux d'intégration des BP à préparer - Bobigny,LOGISTIQUE,2022-09,100%,VERT,95%,89%
M3MAN003A,Taux d'intégration des BP à préparer - Bobigny,LOGISTIQUE,2022-10,99.97%,VERT,95%,89%
M3MAN003A,Taux d'intégration des BP à préparer - Bobigny,LOGISTIQUE,2022-11,99.97%,VERT,95%,89%
M3MAN003A,Taux d'intégration des BP à préparer - Bobigny,LOGISTIQUE,2022-12,99.99%,VERT,95%,89%
M3MAN003A,Taux d'intégration des BP à préparer - Bobigny,LOGISTIQUE,2023-01,99.41%,VERT,95%,89%
M3MAN003A,Taux d'intégration des BP à préparer - Bobigny,LOGISTIQUE,2023-02,99.99%,VERT,95%,89%
M3MAN003B,Taux d'intégration des BP à préparer - Deret,LOGISTIQUE,2022-05,100%,VERT,95%,89%
M3MAN003B,Taux d'intégration des BP à préparer - Deret,LOGISTIQUE,2022-06,99.89%,VERT,95%,89%
M3MAN003B,Taux d'intégration des BP à préparer - Deret,LOGISTIQUE,2022-07,99.45%,VERT,95%,89%
M3MAN003B,Taux d'intégration des BP à préparer - Deret,LOGISTIQUE,2022-08,99.46%,VERT,95%,89%
M3MAN003B,Taux d'intégration des BP à préparer - Deret,LOGISTIQUE,2022-09,98.90%,VERT,95%,89%
M3MAN003B,Taux d'intégration des BP à préparer - Deret,LOGISTIQUE,2022-10,95.10%,VERT,95%,89%
M3MAN003B,Taux d'intégration des BP à préparer - Deret,LOGISTIQUE,2022-11,99.81%,VERT,95%,89%
M3MAN003B,Taux d'intégration des BP à préparer - Deret,LOGISTIQUE,2022-12,99.84%,VERT,95%,89%
M3MAN003B,Taux d'intégration des BP à préparer - Deret,LOGISTIQUE,2023-01,99.43%,VERT,95%,89%
M3MAN003B,Taux d'intégration des BP à préparer - Deret,LOGISTIQUE,2023-02,99.95%,VERT,95%,89%
MAN001,Taux mensuel de commandes préparées à J (validées avant 14h). à J+1 (validées après 14h),Ecom,2022-01,94.04%,ROUGE,98%,94%
MAN001,Taux mensuel de commandes préparées à J (validées avant 14h). à J+1 (validées après 14h),Ecom,2022-02,99.40%,VERT,98%,94%
MAN001,Taux mensuel de commandes préparées à J (validées avant 14h). à J+1 (validées après 14h),Ecom,2022-03,99.10%,VERT,98%,94%
MAN001,Taux mensuel de commandes préparées à J (validées avant 14h). à J+1 (validées après 14h),Ecom,2022-04,99.05%,VERT,98%,94%
MAN001,Taux mensuel de commandes préparées à J (validées avant 14h). à J+1 (validées après 14h),Ecom,2022-05,95.94%,ROUGE,98%,94%
MAN001,Taux mensuel de commandes préparées à J (validées avant 14h). à J+1 (validées après 14h),Ecom,2022-06,98.19%,VERT,98%,94%
MAN001,Taux mensuel de commandes préparées à J (validées avant 14h). à J+1 (validées après 14h),Ecom,2022-07,99.51%,VERT,98%,94%
MAN001,Taux mensuel de commandes préparées à J (validées avant 14h). à J+1 (validées après 14h),Ecom,2022-08,99.35%,VERT,98%,94%
MAN001,Taux mensuel de commandes préparées à J (validées avant 14h). à J+1 (validées après 14h),Ecom,2022-09,99.40%,VERT,98%,94%
MAN001,Taux mensuel de commandes préparées à J (validées avant 14h). à J+1 (validées après 14h),Ecom,2022-10,99.80%,VERT,98%,94%
MAN001,Taux mensuel de commandes préparées à J (validées avant 14h). à J+1 (validées après 14h),Ecom,2022-11,99.71%,VERT,98%,94%
MAN001,Taux mensuel de commandes préparées à J (validées avant 14h). à J+1 (validées après 14h),Ecom,2022-12,97.70%,ORANGE,98%,94%
MAN001,Taux mensuel de commandes préparées à J (validées avant 14h). à J+1 (validées après 14h),Ecom,2023-01,99.77%,VERT,98%,94%
MAN001,Taux mensuel de commandes préparées à J (validées avant 14h). à J+1 (validées après 14h),Ecom,2023-02,99.48%,VERT,98%,94%
M3Y2001,Taux de livraisons annoncées en moins de 24h après l'expédition,HDE,2023-03,99.76%,VERT,99%,94%
M3Y2001,Taux de livraisons annoncées en moins de 24h après l'expédition,HDE,2023-04,99.81%,VERT,99%,94%
M3Y2001,Taux de livraisons annoncées en moins de 24h après l'expédition,HDF,2023-03,98.66%,ORANGE,99%,94%
M3Y2001,Taux de livraisons annoncées en moins de 24h après l'expédition,HDF,2023-04,99.66%,VERT,99%,94%
MAG001,Respect du délais d'expédition (promesse client): validées avant 14h/ J. validées après 14h/ J+1,Ecom,2023-03,97.94%,ORANGE,98%,94%
MAG001,Respect du délais d'expédition (promesse client): validées avant 14h/ J. validées après 14h/ J+1,Ecom,2023-04,95.44%,ORANGE,98%,94%
MAG001,Respect du délais d'expédition (promesse client): validées avant 14h/ J. validées après 14h/ J+1,HDE,2023-03,98.17%,VERT,98%,94%
MAG001,Respect du délais d'expédition (promesse client): validées avant 14h/ J. validées après 14h/ J+1,HDE,2023-04,94.98%,ORANGE,98%,94%
MAG001,Respect du délais d'expédition (promesse client): validées avant 14h/ J. validées après 14h/ J+1,HDF,2023-03,97.38%,ORANGE,98%,94%
MAG001,Respect du délais d'expédition (promesse client): validées avant 14h/ J. validées après 14h/ J+1,HDF,2023-04,96.31%,ORANGE,98%,94%
M3MAG001,Taux mensuel de commandes validées dans Magento et intégrées dans M3 en 15 min,Ecom,2023-03,97.22%,ORANGE,98%,94%
M3MAG001,Taux mensuel de commandes validées dans Magento et intégrées dans M3 en 15 min,Ecom,2023-04,93.70%,ROUGE,98%,94%
MANMAG001,Taux mensuel de commandes préparées et facturées dans Magento en 15 min,Ecom,2023-03,96.40%,ORANGE,98%,94%
MANMAG001,Taux mensuel de commandes préparées et facturées dans Magento en 15 min,Ecom,2023-04,97.36%,ORANGE,98%,94%
MANMAG002,Taux mensuel de commandes expédiées le même jour que la facturation,Ecom,2023-03,98.01%,VERT,98%,94%
MANMAG002,Taux mensuel de commandes expédiées le même jour que la facturation,Ecom,2023-04,97.37%,ORANGE,98%,94%
MANMAG003,Taux mensuel de confirmations d'expédition remontées correctement dans Magento,Ecom,2023-03,99.99%,VERT,98%,94%
MANMAG003,Taux mensuel de confirmations d'expédition remontées correctement dans Magento,Ecom,2023-04,99.95%,VERT,98%,94%
MANMAG004,Taux d'intégration de la facturation dans les délais (15 min entre fin de préparation Manhattan et facturation Magento),LOGISTIQUE,2023-03,95.94%,VERT,95%,89%
MANMAG004,Taux d'intégration de la facturation dans les délais (15 min entre fin de préparation Manhattan et facturation Magento),LOGISTIQUE,2023-04,97.42%,VERT,95%,89%
M3MAN001A,Taux de remontées des BP préparés dans M3 sans erreurs - Bobigny,LOGISTIQUE,2023-03,99.69%,VERT,95%,89%
M3MAN001A,Taux de remontées des BP préparés dans M3 sans erreurs - Bobigny,LOGISTIQUE,2023-04,99.77%,VERT,95%,89%
M3MAN001B,Taux de remontées des BP préparés dans M3 sans erreurs - Deret,LOGISTIQUE,2023-03,99.17%,VERT,95%,89%
M3MAN001B,Taux de remontées des BP préparés dans M3 sans erreurs - Deret,LOGISTIQUE,2023-04,98.95%,VERT,95%,89%
M3MAN002,Taux de BP préparés remontant en facturation,SERVICE AUX CLIENTS,2023-03,99.68%,VERT,99%,94%
M3MAN002,Taux de BP préparés remontant en facturation,SERVICE AUX CLIENTS,2023-04,99.79%,VERT,99%,94%
M3MAN002,Taux de BP préparés remontant en facturation,SERVICE AUX CLIENTS,2023-05,99.70%,VERT,99%,94%
M3MAN003A,Taux d'intégration des BP à préparer - Bobigny,LOGISTIQUE,2023-03,99.97%,VERT,95%,89%
M3MAN003A,Taux d'intégration des BP à préparer - Bobigny,LOGISTIQUE,2023-04,99.99%,VERT,95%,89%
M3MAN003B,Taux d'intégration des BP à préparer - Deret,LOGISTIQUE,2023-03,99.66%,VERT,95%,89%
M3MAN003B,Taux d'intégration des BP à préparer - Deret,LOGISTIQUE,2023-04,99.61%,VERT,95%,89%
MAN001,Taux mensuel de commandes préparées à J (validées avant 14h). à J+1 (validées après 14h),Ecom,2023-03,99.79%,VERT,98%,94%
MAN001,Taux mensuel de commandes préparées à J (validées avant 14h). à J+1 (validées après 14h),Ecom,2023-04,96.96%,ORANGE,98%,94%
M3PF001,Synchronisation des Restes A Livrer entre le Portail Fournisseur et M3,HERMES FEMME,2022-01,93.60%,ROUGE,98.00%,97.00%
M3PF001,Synchronisation des Restes A Livrer entre le Portail Fournisseur et M3,HERMES FEMME,2022-02,92.50%,ROUGE,98.00%,97.00%
M3PF001,Synchronisation des Restes A Livrer entre le Portail Fournisseur et M3,HERMES FEMME,2022-03,92.10%,ROUGE,98.00%,97.00%
M3PF001,Synchronisation des Restes A Livrer entre le Portail Fournisseur et M3,HERMES FEMME,2022-04,95.40%,ORANGE,98.00%,97.00%
M3PF001,Synchronisation des Restes A Livrer entre le Portail Fournisseur et M3,HERMES FEMME,2022-05,96.60%,ORANGE,98.00%,97.00%
M3PF001,Synchronisation des Restes A Livrer entre le Portail Fournisseur et M3,HERMES FEMME,2022-06,96.80%,ORANGE,98.00%,97.00%
M3PF001,Synchronisation des Restes A Livrer entre le Portail Fournisseur et M3,HERMES FEMME,2022-07,96.20%,ORANGE,98.00%,97.00%
M3PF001,Synchronisation des Restes A Livrer entre le Portail Fournisseur et M3,HERMES FEMME,2022-08,97.20%,ORANGE,98.00%,97.00%
M3PF001,Synchronisation des Restes A Livrer entre le Portail Fournisseur et M3,HERMES FEMME,2022-09,99.40%,VERT,98.00%,97.00%
M3PF001,Synchronisation des Restes A Livrer entre le Portail Fournisseur et M3,HERMES FEMME,2022-10,99.30%,VERT,98.00%,97.00%
M3PF001,Synchronisation des Restes A Livrer entre le Portail Fournisseur et M3,HERMES FEMME,2022-11,99.14%,VERT,98.00%,97.00%
M3PF001,Synchronisation des Restes A Livrer entre le Portail Fournisseur et M3,HERMES FEMME,2022-12,98.80%,VERT,98.00%,97.00%
M3PF001,Synchronisation des Restes A Livrer entre le Portail Fournisseur et M3,HERMES FEMME,2023-01,98.49%,VERT,98.00%,97.00%
M3PF001,Synchronisation des Restes A Livrer entre le Portail Fournisseur et M3,HERMES FEMME,2023-02,97.08%,ORANGE,98.00%,97.00%
M3PF001,Synchronisation des Restes A Livrer entre le Portail Fournisseur et M3,HERMES FEMME,2023-03,98.13%,VERT,98.00%,97.00%
M3PF001,Synchronisation des Restes A Livrer entre le Portail Fournisseur et M3,HERMES FEMME,2023-04,96.54%,ROUGE,98.00%,97.00%
M3PF001,Synchronisation des Restes A Livrer entre le Portail Fournisseur et M3,HERMES FEMME,2023-05,95.20%,ROUGE,98.00%,97.00%
SNAV001,Taux de disponibilité du DAM BO Groupe,TECHNIQUE,2023-01,99.90%,VERT,99.50%,99.00%
SNAV002,Taux de disponibilité du DAM FO Groupe,TECHNIQUE,2023-01,99.96%,VERT,99.50%,99.00%
SNAV003,Taux de disponibilité du DAM BO CNP,TECHNIQUE,2023-01,99.93%,VERT,99.50%,99.00%
SNAV004,Taux de disponibilité du DAM FO CNP,TECHNIQUE,2023-01,99.97%,VERT,99.50%,99.00%
SNAV001,Taux de disponibilité du DAM BO Groupe,Ecom,2023-01,99.90%,VERT,99.50%,99.00%
SNAV002,Taux de disponibilité du DAM FO Groupe,Ecom,2023-01,99.96%,VERT,99.50%,99.00%
SNAV003,Taux de disponibilité du DAM BO CNP,Ecom,2023-01,99.93%,VERT,99.50%,99.00%
SNAV004,Taux de disponibilité du DAM FO CNP,Ecom,2023-01,99.97%,VERT,99.50%,99.00%
SNAV005,Taux de disponibilité Portail-Cognos-Principal,TECHNIQUE,2023-01,100.00%,VERT,99.50%,99.00%
SNAV006,Taux de disponibilité Portail-Cognos-Galileo,TECHNIQUE,2023-01,100.00%,VERT,99.50%,99.00%
SNAV007,Taux de disponibilité Portail-Cognos-Pushmail,TECHNIQUE,2023-01,100.00%,VERT,99.50%,99.00%
SNAV008,Taux de disponibilité MS Dynamics Europe,TECHNIQUE,2023-01,100.00%,VERT,99.00%,99.00%
SNAV010,Taux de disponibilité de Plume,TECHNIQUE,2023-01,100.00%,VERT,99.50%,99.00%
SNAV011,Taux de disponibilité WCS Savoye,TECHNIQUE,2023-01,99.60%,VERT,99.50%,99.00%
SNAV012,Taux de disponibilité StreamServe,SERVICE AUX CLIENTS,2023-01,100.00%,VERT,99.50%,99.00%
SNAV012,Taux de disponibilité StreamServe,TECHNIQUE,2023-01,100.00%,VERT,99.50%,99.00%
SNAV012,Taux de disponibilité StreamServe,LOGISTIQUE,2023-01,100.00%,VERT,99.50%,99.00%
SNAV013,Taux de disponibilité M3 CNP,TECHNIQUE,2023-01,100.00%,VERT,99.50%,99.00%
SNAV014,Taux de disponibilité M3 Europe,TECHNIQUE,2023-01,100.00%,VERT,99.50%,99.00%
SNAV015,Taux de disponibilité M3 USA,TECHNIQUE,2023-01,97.50%,,99.50%,99.00%
SNAV016,Taux de disponibilité Y2 Europe,TECHNIQUE,2023-01,100.00%,VERT,99.50%,99.00%
SNAV016,Taux de disponibilité Y2 Europe,HDE,2023-01,100.00%,VERT,99.50%,99.00%
SNAV016,Taux de disponibilité Y2 Europe,HDF,2023-01,100.00%,VERT,99.50%,99.00%
SNAV017,Taux de disponibilité Y2 Saint Barth,TECHNIQUE,2023-01,100.00%,VERT,99.50%,99.00%
SNAV018,Taux de disponibilité Manhattan,TECHNIQUE,2023-01,99.70%,VERT,99.50%,99.00%
RELIC001,Taux de disponibilité Magento,TECHNIQUE,2023-01,100.00%,VERT,99.00%,99.00%
ADYEN001,Taux de disponibilité Adyen,HDF,2023-01,100.00%,VERT,99.00%,99.00%
ADYEN001,Taux de disponibilité Adyen,HDE,2023-01,100.00%,VERT,99.00%,99.00%
SAC001,Taux de disponibilité des services d'impression Hermès Sellier,SERVICE AUX CLIENTS,2023-01,100.00%,VERT,99.50%,99.00%
GRAFA002,Taux de disponibilité Tibco,TECHNIQUE,2023-01,99.90%,VERT,99.50%,99.00%
GRAFA003,Taux de disponibilité DEX,TECHNIQUE,2023-01,99.90%,VERT,99.50%,99.00%
SNAV001,Taux de disponibilité du DAM BO Groupe,TECHNIQUE,2023-02,99.50%,VERT,99.50%,99.00%
SNAV002,Taux de disponibilité du DAM FO Groupe,TECHNIQUE,2023-02,99.80%,VERT,99.50%,99.00%
SNAV003,Taux de disponibilité du DAM BO CNP,TECHNIQUE,2023-02,99.60%,VERT,99.50%,99.00%
SNAV004,Taux de disponibilité du DAM FO CNP,TECHNIQUE,2023-02,99.70%,VERT,99.50%,99.00%
SNAV001,Taux de disponibilité du DAM BO Groupe,Ecom,2023-02,99.50%,VERT,99.50%,99.00%
SNAV002,Taux de disponibilité du DAM FO Groupe,Ecom,2023-02,99.80%,VERT,99.50%,99.00%
SNAV003,Taux de disponibilité du DAM BO CNP,Ecom,2023-02,99.60%,VERT,99.50%,99.00%
SNAV004,Taux de disponibilité du DAM FO CNP,Ecom,2023-02,99.70%,VERT,99.50%,99.00%
SNAV005,Taux de disponibilité Portail-Cognos-Principal,TECHNIQUE,2023-02,99.84%,VERT,99.50%,99.00%
SNAV006,Taux de disponibilité Portail-Cognos-Galileo,TECHNIQUE,2023-02,99.95%,VERT,99.50%,99.00%
SNAV007,Taux de disponibilité Portail-Cognos-Pushmail,TECHNIQUE,2023-02,99.95%,VERT,99.50%,99.00%
SNAV008,Taux de disponibilité MS Dynamics Europe,TECHNIQUE,2023-02,100.00%,VERT,99.00%,99.00%
SNAV010,Taux de disponibilité de Plume,TECHNIQUE,2023-02,99.94%,VERT,99.50%,99.00%
SNAV011,Taux de disponibilité WCS Savoye,TECHNIQUE,2023-02,100.00%,VERT,99.50%,99.00%
SNAV012,Taux de disponibilité StreamServe,SERVICE AUX CLIENTS,2023-02,100.00%,VERT,99.50%,99.00%
SNAV012,Taux de disponibilité StreamServe,TECHNIQUE,2023-02,100.00%,VERT,99.50%,99.00%
SNAV012,Taux de disponibilité StreamServe,LOGISTIQUE,2023-02,100.00%,VERT,99.50%,99.00%
SNAV013,Taux de disponibilité M3 CNP,TECHNIQUE,2023-02,100.00%,VERT,99.50%,99.00%
SNAV014,Taux de disponibilité M3 Europe,TECHNIQUE,2023-02,100.00%,VERT,99.50%,99.00%
SNAV015,Taux de disponibilité M3 USA,TECHNIQUE,2023-02,100.00%,VERT,99.50%,99.00%
SNAV016,Taux de disponibilité Y2 Europe,TECHNIQUE,2023-02,99.94%,VERT,99.50%,99.00%
SNAV016,Taux de disponibilité Y2 Europe,HDE,2023-02,99.94%,VERT,99.50%,99.00%
SNAV016,Taux de disponibilité Y2 Europe,HDF,2023-02,99.94%,VERT,99.50%,99.00%
SNAV017,Taux de disponibilité Y2 Saint Barth,TECHNIQUE,2023-02,100.00%,VERT,99.50%,99.00%
SNAV018,Taux de disponibilité Manhattan,TECHNIQUE,2023-02,99.96%,VERT,99.50%,99.00%
RELIC001,Taux de disponibilité Magento,TECHNIQUE,2023-02,99.95%,VERT,99.00%,99.00%
ADYEN001,Taux de disponibilité Adyen,HDF,2023-02,100.00%,VERT,99.00%,99.00%
ADYEN001,Taux de disponibilité Adyen,HDE,2023-02,100.00%,VERT,99.00%,99.00%
SAC001,Taux de disponibilité des services d'impression Hermès Sellier,SERVICE AUX CLIENTS,2023-02,100.00%,VERT,99.50%,99.00%
GRAFA002,Taux de disponibilité Tibco,TECHNIQUE,2023-02,99.72%,VERT,99.50%,99.00%
GRAFA003,Taux de disponibilité DEX,TECHNIQUE,2023-02,99.93%,VERT,99.50%,99.00%
SNAV001,Taux de disponibilité du DAM BO Groupe,TECHNIQUE,2023-03,99.75%,VERT,99.50%,99.00%
SNAV002,Taux de disponibilité du DAM FO Groupe,TECHNIQUE,2023-03,100.00%,VERT,99.50%,99.00%
SNAV003,Taux de disponibilité du DAM BO CNP,TECHNIQUE,2023-03,99.64%,VERT,99.50%,99.00%
SNAV004,Taux de disponibilité du DAM FO CNP,TECHNIQUE,2023-03,100.00%,VERT,99.50%,99.00%
SNAV001,Taux de disponibilité du DAM BO Groupe,Ecom,2023-03,99.75%,VERT,99.50%,99.00%
SNAV002,Taux de disponibilité du DAM FO Groupe,Ecom,2023-03,100.00%,VERT,99.50%,99.00%
SNAV003,Taux de disponibilité du DAM BO CNP,Ecom,2023-03,99.64%,VERT,99.50%,99.00%
SNAV004,Taux de disponibilité du DAM FO CNP,Ecom,2023-03,100.00%,VERT,99.50%,99.00%
SNAV005,Taux de disponibilité Portail-Cognos-Principal,TECHNIQUE,2023-03,100.00%,VERT,99.50%,99.00%
SNAV006,Taux de disponibilité Portail-Cognos-Galileo,TECHNIQUE,2023-03,100.00%,VERT,99.50%,99.00%
SNAV007,Taux de disponibilité Portail-Cognos-Pushmail,TECHNIQUE,2023-03,100.00%,VERT,99.50%,99.00%
SNAV008,Taux de disponibilité MS Dynamics Europe,TECHNIQUE,2023-03,100.00%,VERT,99.00%,99.00%
SNAV010,Taux de disponibilité de Plume,TECHNIQUE,2023-03,100.00%,VERT,99.50%,99.00%
SNAV011,Taux de disponibilité WCS Savoye,TECHNIQUE,2023-03,98.30%,ROUGE,99.50%,99.00%
SNAV012,Taux de disponibilité StreamServe,SERVICE AUX CLIENTS,2023-03,100.00%,VERT,99.50%,99.00%
SNAV012,Taux de disponibilité StreamServe,TECHNIQUE,2023-03,100.00%,VERT,99.50%,99.00%
SNAV012,Taux de disponibilité StreamServe,LOGISTIQUE,2023-03,100.00%,VERT,99.50%,99.00%
SNAV013,Taux de disponibilité M3 CNP,TECHNIQUE,2023-03,100.00%,VERT,99.50%,99.00%
SNAV014,Taux de disponibilité M3 Europe,TECHNIQUE,2023-03,100.00%,VERT,99.50%,99.00%
SNAV015,Taux de disponibilité M3 USA,TECHNIQUE,2023-03,99.91%,VERT,99.50%,99.00%
SNAV016,Taux de disponibilité Y2 Europe,TECHNIQUE,2023-03,100.00%,VERT,99.50%,99.00%
SNAV016,Taux de disponibilité Y2 Europe,HDE,2023-03,100.00%,VERT,99.50%,99.00%
SNAV016,Taux de disponibilité Y2 Europe,HDF,2023-03,100.00%,VERT,99.50%,99.00%
SNAV017,Taux de disponibilité Y2 Saint Barth,TECHNIQUE,2023-03,100.00%,VERT,99.50%,99.00%
SNAV018,Taux de disponibilité Manhattan,TECHNIQUE,2023-03,100.00%,VERT,99.50%,99.00%
RELIC001,Taux de disponibilité Magento,TECHNIQUE,2023-03,100.00%,VERT,99.00%,99.00%
ADYEN001,Taux de disponibilité Adyen,HDF,2023-03,100.00%,VERT,99.00%,99.00%
ADYEN001,Taux de disponibilité Adyen,HDE,2023-03,100.00%,VERT,99.00%,99.00%
SAC001,Taux de disponibilité des services d'impression Hermès Sellier,SERVICE AUX CLIENTS,2023-03,100.00%,VERT,99.50%,99.00%
GRAFA002,Taux de disponibilité Tibco,TECHNIQUE,2023-03,99.60%,VERT,99.50%,99.00%
